Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
PPFIA3	96311	26721	32420	60668	52036	6272	14633	9608	1492	12388	1448	765	54945	27284	3625	32341	27060
HRC	6018	1055	1415	5169	922	0	171	688	8597	1101	503	0	2960	0	0	0	1787
TRPM4	216585	37727	89383	201882	85357	22059	44293	12372	3153	13335	3707	292	122489	6822	4361	119157	61436
SLC6A16	1230	20486	368	972	8669	3038	9302	2877	1404	7916	97	0	1323	7862	3195	1160	4369
AC011450.1	116	2785	68	162	688	0	1048	237	0	449	79	0	0	841	232	363	442
CD37	2843	8345	542	1017	2111	803	4878	1474	1107	3266	88664	0	1056	1850	461	495	7432
TEAD2	3593	95770	1519	1948	33285	11692	40297	19593	7905	33754	43	542	23156	4859	9092	82035	23068
AC010524.1	198	10084	19	312	587	0	2185	3132	1632	0	0	90	0	0	0	888	1195
DKKL1	230	27857	67	119	2734	1523	6303	254	0	10865	0	0	1252	578	1437	3187	3525
PTH2	0	0	0	0	0	0	927	0	0	0	537	0	0	416	0	3099	311
SLC17A7	278	2066	168	544	1439	282	8407	295	3460	1452	0	0	107	1240	0	6627	1648
PIH1D1	575467	304221	337453	686621	184463	31949	215951	18836	13016	214375	12270	3489	444898	48812	56187	301072	215567
ALDH16A1	275057	60817	110393	282076	72013	7492	41504	15926	9093	17013	8904	643	171872	15210	3384	78519	73120
FLT3LG	43114	26468	16403	22546	27617	288	29395	5389	5516	20526	9456	322	26881	3664	4086	30328	17000
RPL13A	24594357	5858384	21220427	17320540	19551017	3900028	10622275	1838199	800956	3568717	1136954	75725	61353827	884971	2260128	4105841	11193272
RPS11	13250026	4040634	7301739	9040649	6927822	1290396	6770978	875040	419713	2721710	697442	49503	15973081	541444	1523403	5200706	4789018
FCGRT	434242	493253	196972	134438	402785	143891	634687	195552	22669	230795	89741	11295	539162	53941	76689	27888	230500
RCN3	9139	570979	2466	10350	9081	1264	699235	4330	7253	263499	3385	2269	1386	6787	104404	43677	108719
NOSIP	416075	295725	220739	415284	133482	45559	257226	28930	8387	313406	18231	2948	306055	56646	115325	289536	182722
PRRG2	144555	11557	70774	129577	55020	1742	4489	4446	492	6143	2257	0	90649	14558	725	16518	34594
PRR12	108362	58349	50930	80673	38865	6696	35677	5578	3254	13368	5061	1208	21075	10668	2887	37984	30040
AC011495.2	136	428	58	75	294	0	171	0	0	0	0	0	0	0	0	0	72
RRAS	209381	426093	106419	89186	81503	16495	661695	27546	51912	232385	6910	12530	221457	15485	47398	35073	140092
SCAF1	142444	70590	73234	112625	54090	12347	78056	9282	4080	31545	6164	2383	88547	26583	13635	82724	50521
IRF3	416124	227252	221092	295189	163021	22977	183609	30699	10175	160314	22036	2012	181771	94512	34285	121081	136634
BCL2L12	99309	115095	104492	65441	56141	9235	76618	6592	2813	128438	3140	626	226207	23051	21182	363903	81393
PRMT1	1323040	561242	699726	1216379	558380	79739	652140	93276	29618	665199	33292	6868	1172370	125863	210285	897292	520294
ADM5	13170	9008	9091	10283	7539	607	3842	81881	0	3814	1112	0	15972	24121	764	20062	12579
CPT1C	1423	58005	1763	4626	4381	357	53049	2590	770	23946	214	0	2050	17007	2856	13264	11644
TSKS	218	1883	0	0	1088	0	533	0	249	1242	187	0	0	0	0	24803	1887
AP2A1	209318	123911	139588	258762	75373	23364	206985	17469	14617	46246	11709	2061	127100	33186	16784	240394	96679
FUZ	52691	52463	65991	43551	33885	8182	36944	4269	2142	23102	2598	1182	90595	15869	4146	48342	30372
AC006942.1	11222	5495	3017	11847	4055	4136	4585	1721	600	1943	396	65	7196	1622	519	70	3656
MED25	186154	65762	135278	237483	62596	15531	54260	9968	5268	28084	6950	1044	114097	16927	8166	93129	65044
PTOV1-AS1	17054	13536	8065	13877	5943	1909	5919	519	0	5083	1364	457	11886	3124	2147	2104	5812
PTOV1	445797	297847	327005	383738	225995	57583	249039	22474	11923	205386	11481	4617	599819	73452	47068	166385	195601
PNKP	193075	84541	149547	239790	65617	19244	86142	16880	5853	50290	17466	1166	222938	27607	18345	144322	83927
AKT1S1	219821	78158	73630	119035	83791	16722	114585	12351	7227	49373	6703	1786	227672	19967	22300	127566	73793
TBC1D17	195213	115959	128107	195114	83778	13820	80676	12086	4715	35473	6381	1036	130424	44621	17480	58689	70223
IL4I1	2124	1423	423	1049	331	8	1186	1100	0	764	17756	0	890	494	0	2376	1870
NUP62	187573	67608	146059	184212	63981	15568	87008	13009	2371	47639	16026	905	140242	21292	28470	191988	75872
ATF5	170274	106600	93334	157326	53461	12525	128721	11875	6226	67414	17883	1577	206918	11277	65372	151657	78902
VRK3	145451	48157	91864	153560	48346	7527	56817	8301	2374	37435	7913	597	88234	6725	12735	59224	48454
ZNF473	19895	20227	22698	23845	13493	1563	18374	3024	360	18776	627	815	23517	1352	9061	22929	12535
AC010624.3	80	0	39	44	0	0	154	0	0	0	0	0	0	0	0	40	22
AC010624.1	3531	7498	8236	3850	2462	75	2093	322	148	4682	0	177	1477	2337	618	0	2344
AC010624.2	1011	1794	742	319	712	0	606	0	0	1120	0	0	4739	1588	0	218	803
AC010624.5	26791	29630	19878	36500	5958	677	3970	856	87	2404	206	0	47389	9769	1375	0	11593
IZUMO2	12021	583	525	9374	450	15	286	39	114	0	0	0	1273	0	0	7333	2001
MYH14	1553203	24106	291879	2931896	41304	15188	13598	17436	2088	5772	13721	1235	451215	3421	599	9500	336010
AC008655.1	18239	0	2734	38794	690	92	131	174	0	91	0	0	961	0	0	40	3871
KCNC3	13848	1539	4398	6424	4206	322	3207	732	1666	775	1845	0	2952	2829	237	23656	4290
NR1H2	464448	187898	218659	367308	196172	47864	258364	29531	10748	106682	21402	2653	563546	32557	95330	206610	175611
NAPSA	4408	1647	12075	3657	5157	131	2654	60	41	0	619	246	549	341	0	1149	2046
AC008655.2	222	37	0	134	111	0	95	0	0	0	0	0	0	0	0	0	37
POLD1	22166	13233	33477	17873	14005	3847	20126	2358	328	2001	2116	304	24699	6285	1563	85165	15597
SPIB	8309	1137	1348	2380	660	97	729	220	51	0	4310	0	170	826	0	8472	1794
FAM71E1	22272	4121	9027	20137	5466	909	2324	345	66	4194	0	0	24417	2346	480	277628	23358
EMC10	456530	183526	262175	442022	201273	72550	145842	23912	9481	108750	27746	2914	553383	64248	27305	417432	187443
AC020909.3	1306	354	299	1647	311	0	0	0	0	0	160	0	0	174	0	507	297
JOSD2	300561	228838	243180	384864	90072	58504	249765	17569	12095	139102	10462	4150	437519	35856	37941	46660	143571
ASPDH	0	0	0	0	0	0	920	0	0	0	0	0	0	0	0	113	64
LRRC4B	0	0	97	0	0	869	5660	96	3077	0	0	0	0	0	0	17804	1725
SYT3	524	3974	815	974	722	151	1396	0	107	659	0	0	509	287	133	1361	726
C19orf81	74413	123338	66390	237365	21853	4027	44293	1829	1397	56932	2383	167	188541	63237	23206	36645	59126
CLEC11A	290697	574215	137799	327914	121861	63741	482415	5890	11231	312560	7813	2096	232141	110975	35585	71873	174300
AC010325.1	1432	1324	444	345	847	0	1452	343	0	2427	85	406	1410	331	578	443	742
C19orf48	199175	53573	243262	146563	138990	18360	148596	9750	5634	77405	6884	1402	388921	8139	46320	791372	142772
KLK1	3522	2256	4242	4014	1333	0	2596	0	0	1980	56	0	6550	0	0	7198	2109
KLK5	39800	6118	186359	76014	12194	492	1450	445	0	2115	610	0	50597	0	111	0	23519
KLK6	12369	0	772	2736	1813	0	478	0	0	0	0	466	2793	0	0	176	1350
KLK7	54221	0	970	5294	2909	8	4080	0	0	0	0	0	2306	0	0	1023	4425
KLK8	78073	200	12318	50163	52067	843	2692	230	0	267	127	0	100288	0	0	18395	19729
KLK10	79806	589	20158	20522	37521	718	2822	68	135	108	829	0	30131	0	276	1414	12194
KLK11	1307451	5624	126389	426466	138121	3176	5385	5796	890	3577	3954	613	149914	0	0	79	136090
KLK12	57349	0	75	4067	501	8	0	292	199	0	0	0	1061	0	0	0	3972
KLK13	40124	761	15421	26952	6752	359	477	339	0	493	343	0	23119	0	0	11374	7907
CTU1	120037	54898	58212	129148	49861	10804	96808	3851	3088	74426	2800	388	108730	6386	24984	115193	53726
CD33	351	451	26	241	286	0	395	339	45	0	5858	0	596	0	0	562	572
IGLON5	0	0	0	0	0	296	1572	0	0	0	580	0	148	1155	0	2550	394
VSIG10L	6238	7545	12310	8885	7371	1108	6716	231	236	3552	442	233	18253	2895	2068	8802	5430
ETFB	1560786	506184	809596	1323609	366596	160334	480141	51641	21178	307530	23241	6493	1109764	186674	108363	757790	486245
CLDND2	43094	27097	16072	15879	22100	3522	11122	3667	1742	15500	2035	188	15616	7145	323	8367	12092
NKG7	158	174	293	153	48	0	0	71	0	279	120291	0	0	0	0	14523	8499
LIM2	0	0	0	0	0	0	882	0	0	542	0	0	656	0	0	242181	15266
SIGLEC10	408	863	138	842	372	0	654	0	384	0	23989	0	75	0	0	310	1752
SIGLEC6	392	0	115	319	316	0	20	71	0	0	683	0	0	0	0	0	120
ZNF175	23695	26855	21823	23051	14543	1281	18017	2022	280	10904	1046	1067	9459	4213	3269	6909	10527
SPACA6P-AS	2947	1857	2684	1908	1017	10	1206	105	367	936	557	164	203	4301	299	107	1167
SPACA6	83819	56053	80219	82258	62993	3819	27879	3065	2049	34106	2771	1006	98114	28316	6976	17298	36921
HAS1	13179	564	28263	27243	7567	18	6550	86	731	0	3281	0	6298	0	120	3784	6105
FPR1	2143	449	197	2368	360	0	4274	77	0	0	25825	0	914	0	0	0	2288
FPR2	37	0	0	92	0	0	0	0	0	0	1174	0	0	0	0	0	81
FPR3	85	0	0	72	0	0	108	0	0	0	15176	0	0	0	0	0	965
ZNF577	83278	66256	54267	80735	34693	5132	25544	4113	1456	35888	2976	1339	62534	13382	5299	48986	32867
ZNF649	59804	30359	28925	59917	30062	6627	23268	2723	1915	32227	2143	224	60734	3860	12647	180153	33474
ZNF613	16543	9631	12496	15080	6711	951	6002	1682	673	11088	95	161	6305	1121	2263	35880	7918
ZNF350-AS1	878	20532	751	754	440	183	3628	95	483	14396	222	0	0	723	1435	34854	4961
ZNF350	72044	50892	40610	67090	35568	7033	37228	5514	1096	41947	7174	650	120567	4983	18223	38245	34304
ZNF615	27247	22800	23239	27405	18163	3403	16029	3305	320	9613	1468	0	13843	4242	3161	13899	11758
ZNF614	39229	31277	23359	27140	20139	3173	19388	1367	1586	27038	2229	290	72660	5130	9139	66698	21865
ZNF432	42048	39673	32487	31448	22549	3426	19127	4190	1034	16074	2083	311	60947	11923	6043	42563	20995
AC011468.5	8476	3520	6717	7184	2978	327	2576	403	0	1604	1028	472	3747	1368	0	2152	2659
AC011468.1	6089	7339	3631	1962	1828	0	5621	1272	691	5048	467	499	2061	1496	1423	0	2464
ZNF841	31028	34531	13747	20277	11853	1057	21116	3763	639	17450	2307	411	18803	2726	15441	17109	13266
ZNF616	44011	12779	19146	28629	14399	1775	23532	1173	1138	5975	1277	1163	9301	1014	3009	17541	11616
ZNF836	178002	81711	67667	138434	50411	6177	43731	8128	2057	53009	4855	1313	116182	10902	9835	12705	49070
AC010320.1	2923	1335	1592	1263	3057	498	1809	2860	0	0	42	0	4203	0	759	411	1297
PPP2R1A	590730	194875	364373	501860	217812	68616	268967	43358	14583	115617	17113	4917	748309	65268	51696	571937	240002
ZNF766	155443	74741	89369	130928	75261	11048	74010	10391	2399	53000	6132	739	99455	11617	15103	82887	55783
ZNF480	175664	66034	88175	166939	54082	8878	62608	9558	3388	48682	6564	201	82442	18822	16394	63005	54465
ZNF610	7491	4199	6248	6928	2846	759	3345	623	61	1144	162	117	3034	1597	401	8128	2943
ZNF880	120875	70847	64626	74334	47513	9394	123646	5267	3319	41206	5409	926	77344	10715	8206	91136	47173
ZNF528-AS1	65641	63495	43810	46612	31587	2017	42754	8796	3660	36321	3094	1264	34040	9571	27081	0	26234
ZNF528	108726	50770	63316	93263	32616	2873	27716	8990	2631	19302	3279	167	38820	5478	6518	42799	31704
ZNF578	12351	14493	9594	18685	2374	1568	5103	1442	607	9306	465	142	7311	147	4799	61165	9347
AC010332.3	3343	6927	680	1096	1024	63	4605	980	206	5615	551	142	1484	1275	6460	0	2153
ZNF808	35628	17052	19507	36637	14102	1598	18252	6603	3315	8544	3712	823	9767	6596	6316	46060	14657
ZNF701	57848	27852	37126	55852	23034	5123	43358	3985	1807	14892	3831	1166	35760	4116	13195	81552	25656
ZNF83	499241	171251	346573	871794	120874	13202	139496	34451	9665	54157	14170	3842	211191	23570	15113	48969	161097
AC022150.2	358	337	737	196	90	0	120	0	0	0	292	0	66	0	0	0	137
AC022150.4	92180	6570	57112	167977	12859	1334	5255	2092	894	2534	1750	196	81100	0	1213	0	27066
ZNF611	106593	25758	100516	227058	23064	4798	20514	4964	1017	12234	6679	1633	157279	2939	5296	52251	47037
ZNF600	128224	30339	91515	138929	42249	4764	19098	8430	2147	25860	3599	538	246655	5248	6039	106351	53749
ZNF28	63505	18449	34872	68609	14258	2306	18439	3242	290	13164	2311	443	39687	4181	7692	38499	20622
ZNF468	75689	19709	39712	61268	20234	3459	20549	4352	418	10797	1702	345	59119	3694	6932	65361	24584
ZNF320	6008	3057	1737	4359	1136	177	2097	177	66	541	194	116	699	0	210	2051	1414
ZNF888	35411	9504	14281	23447	20329	556	4204	930	493	4528	710	0	13514	2506	3493	11843	9109
AC010487.2	7841	896	2014	4894	2214	183	753	0	167	109	59	0	7245	0	98	1605	1755
ZNF816	23871	9631	12927	16837	10687	1530	11244	1382	464	4990	990	0	6141	2225	1981	12358	7329
ZNF160	103766	68884	66902	83650	44903	7912	66470	14751	3942	33355	7805	1897	53039	23808	13214	29825	39008
ZNF415	36545	25530	20175	38072	9868	1144	13315	3456	778	11246	353	377	17413	4842	3842	11718	12417
ZNF347	42541	30561	22224	27400	20497	2239	31605	6904	1967	16101	2210	359	8940	4068	6550	22766	15433
ZNF665	17763	15366	16059	13289	9164	1350	14324	2196	859	3936	827	272	4792	988	3457	6982	6977
ZNF677	162888	114437	89499	136150	76934	15440	94241	19177	7178	124920	3057	1620	142774	9198	33962	177714	75574
AC092070.3	1430	407	174	1172	192	202	492	0	220	0	125	0	0	0	0	874	330
ZNF845	28269	15682	14556	22772	11314	2335	15540	2734	1578	7839	2135	649	14935	1487	2832	24831	10593
ZNF525	42659	19009	21235	41147	17163	2228	14692	3108	1482	5381	1582	677	18373	4354	4375	38678	14759
ZNF765	49831	34014	28653	37209	17650	3777	36882	5559	1496	21139	2015	0	36133	4262	9182	38396	20387
AC022137.4	33924	17169	31831	30588	17550	2849	31974	3779	251	8632	2177	276	53208	3778	9739	0	15483
ZNF761	79915	40954	47158	82785	18044	2891	35972	4390	1476	30556	2249	599	78523	5073	10548	46933	30504
ZNF813	11842	7583	9333	12509	6346	1248	9928	1601	831	2933	701	0	6362	121	1988	13317	5415
ZNF331	134626	102012	126924	89791	162140	9061	96233	8843	14349	58284	115500	2917	97277	45112	16225	45602	70306
NLRP12	757	485	93	513	604	0	121	217	0	0	98	0	867	0	0	22682	1652
AC008440.1	1367	1168	3195	2229	904	216	640	183	0	0	520	0	599	0	0	0	689
MYADM	642327	498092	936806	735851	758000	159326	397832	32763	53653	214763	98703	22537	1535610	91559	18402	284692	405057
AC008440.2	1954	4074	1536	959	3587	1318	1235	249	838	778	1233	196	1112	212	0	250	1221
PRKCG	433	341	213	57	326	0	294	35	0	899	0	0	676	89	0	5505	554
CACNG8	2022	14886	1372	1177	815	599	9741	958	0	2408	162	382	131	32712	1120	9441	4870
OSCAR	2435	6738	1467	837	4309	201	2686	0	0	2588	5506	0	3861	108	1610	1331	2105
NDUFA3	1493173	394991	545691	1515583	223438	71679	338012	66021	38797	311685	46799	8825	898775	231851	58805	733929	436128
TFPT	103615	56127	47638	84842	29349	22494	50165	9222	1508	36544	8184	658	95625	21588	11475	95233	42142
PRPF31	501887	234927	328426	504061	230854	44355	252899	29429	12732	198719	15443	4194	493288	37050	111606	398288	212385
AC245052.4	798	464	1001	1178	217	0	456	34	207	0	0	0	0	0	0	136	280
CNOT3	151792	69808	90367	141746	68821	8202	73553	6851	3371	36369	6246	923	126024	20356	11450	129826	59107
LENG1	162725	78210	85132	162003	70819	13366	86405	18380	5718	66320	5108	447	103896	18135	28327	59505	60281
TMC4	381908	6462	77457	215871	47700	1655	3867	2791	3344	3476	2781	0	188886	2567	1076	10398	59390
MBOAT7	235890	67712	128601	141921	105789	11448	124961	9330	4882	31570	13274	1365	205606	13945	20379	74900	74473
TSEN34	692722	221694	453046	609909	242182	45871	183641	20118	11089	187457	16704	3799	696300	40097	51936	178754	228457
RPS9	19021971	5450808	11103028	12425292	12621538	2065746	11168016	1633318	730410	2603356	882875	98396	22846187	552501	2013044	12349710	7347887
LILRB3	2426	6090	1882	1864	3186	864	683	923	142	1839	13305	0	10253	403	387	3484	2983
LILRA6	125	0	0	101	0	0	0	0	0	0	2809	0	0	0	0	0	189
LILRB5	296	0	22	102	0	20	0	0	0	0	2893	0	0	0	0	99	214
LILRB2	343	0	0	72	98	0	0	0	109	0	15577	0	0	0	0	122	1020
LILRA5	0	0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	76
LAIR1	4546	1731	1911	3153	540	0	940	788	128	0	30921	0	701	0	0	2171	2970
TTYH1	8262	2208	1491	1082	3618	1994	13143	146	1873	2020	118	4851	2570	154	474	40045	5253
AC245884.10	281	419	0	145	249	0	341	0	0	0	0	0	0	0	0	192	101
AC245884.8	2230	2298	2894	2969	3036	0	3375	212	0	287	516	0	614	0	343	627	1212
LENG8-AS1	24023	18218	11377	13904	6277	458	19265	1438	1494	8656	2212	160	4293	4109	4158	5505	7847
LENG8	356523	159681	241184	277603	146843	22749	274915	38726	17355	43050	29650	4645	190326	37072	10374	129512	123763
LENG9	75448	25359	16399	28439	25810	6097	37733	4218	3312	13176	2391	720	26107	7487	2428	9092	17764
CDC42EP5	513128	342701	23690	82579	86986	15305	238552	76580	11884	124184	1869	4106	112244	46687	29461	54803	110297
LAIR2	344	0	0	211	0	0	0	0	0	0	880	0	0	0	0	56	93
LILRA2	235	338	108	326	391	0	112	0	0	0	2787	0	0	0	0	238	283
LILRB1	70	140	81	0	94	0	0	20	0	0	5468	0	0	0	0	0	367
LILRB4	285	59	0	0	49	0	0	0	0	0	11915	0	0	0	0	177	780
NLRP2	30691	460	16001	51082	5075	86	315	283	301	775	431	0	10117	393	0	1205371	82586
AC011476.3	3639	1714	795	3708	1044	263	1304	165	0	773	615	0	1549	356	425	2777	1195
GP6	6830	1719	927	3513	420	0	583	144	0	656	385	0	1012	73	0	726	1062
RDH13	308605	26549	84068	357576	30727	4860	29653	6139	1824	16967	4677	799	58448	9192	12727	111570	66524
EPS8L1	550536	17768	86641	679458	19570	36364	14747	7546	6691	12200	3158	1052	110561	505	2073	49362	99889
PPP1R12C	109498	84358	68966	107414	38773	17281	75678	16964	13019	36045	10739	1871	41802	18357	16631	45037	43902
AC010327.8	338	763	103	212	159	52	187	109	0	0	0	0	33	986	0	0	184
TNNT1	39204	847	172047	65210	10247	1435	2543	193	0	278	426	0	159164	160	888	1303994	109790
TNNI3	5430	1145	12389	4518	6508	66	399	0	0	317	126	0	8203	597	0	234925	17164
DNAAF3	4626	2981	4912	2689	2681	0	1260	193	0	572	42	0	3703	238	359	9406	2104
SYT5	2083	8327	4665	1271	4928	1165	1001	0	0	5200	180	0	4989	1023	585	11688	2944
PTPRH	30337	6102	2627	17594	1792	36	2861	191	64	3182	176	0	3314	0	1659	1137	4442
AC010327.7	3673	5446	2760	347	1622	344	2967	234	0	1537	0	0	4176	1525	523	0	1572
AC010327.5	831	720	450	1450	65	0	235	0	0	0	0	0	1130	560	0	0	340
TMEM86B	25663	6666	13269	17803	4932	361	9046	1611	1123	3147	1072	0	8099	3099	1431	4921	6390
PPP6R1	202844	39577	81228	130522	49142	13404	84174	13283	3565	33654	15908	1250	116810	12545	13048	132987	58996
HSPBP1	128630	72706	115688	138763	68968	25805	70747	8399	2863	80023	2684	2271	223310	31535	38587	102103	69568
BRSK1	656	2131	609	304	7641	86	10360	134	405	731	330	1593	1500	8365	0	7354	2637
AC020922.4	660	286	63	817	302	0	166	0	0	0	0	0	0	316	0	223	177
KMT5C	85428	18496	62303	80199	35564	7654	30772	2506	555	3388	5407	1382	25992	33614	89	55236	28037
COX6B2	11431	999	1345	9762	9300	217	5611	70	67	361	0	0	1991	68616	251	9168	7449
IL11	35161	1467	10889	3863	6060	40	242836	35	0	3076	0	0	16245	89808	40077	11354	28807
TMEM190	153	0	65	367	572	0	4036	0	0	205	0	0	0	3862	336	879	654
TMEM238	1200482	46516	76316	1107958	53717	6138	17153	15581	2054	1178	10514	928	47106	12409	704	82853	167600
RPL28	28836061	6439612	12217315	17423114	9798804	2199547	22330882	2063139	715194	5393820	1604759	106021	34089616	1307691	4782538	13617781	10182868
UBE2S	732080	1060804	391488	388133	408397	75776	808671	44219	30891	1289886	89758	25055	689304	209983	381096	4009815	664710
ISOC2	453047	273554	361126	405296	157442	37252	208670	14246	5408	256203	7603	2657	486645	72075	43918	960565	234107
ZNF628	63509	14167	45606	56544	38944	6916	14013	4114	1630	8172	1344	650	114012	16996	2577	21568	25673
NAT14	37606	24328	48478	24549	37487	31416	57498	3043	3660	10990	1568	1116	52316	33604	2257	164163	33380
SSC5D	3220	2572	3644	1536	2351	95	30406	1532	1186	169	492	1121	3801	6984	270	2738	3882
ZNF579	68766	42749	35504	55692	35415	8272	81294	5028	1184	54117	1897	252	44410	12709	20731	33652	31355
FIZ1	42861	17619	21220	44384	20003	1855	13547	1614	283	12554	823	484	13118	6203	2082	14217	13304
ZNF524	287936	61726	115072	294308	72064	14951	83582	21565	4725	37998	7760	1006	209730	13363	21044	49818	81040
ZNF865	42827	22887	25341	33587	20858	3448	32078	3747	1206	6195	1698	0	31968	2875	3212	5578	14844
ZNF784	41852	6798	16306	38264	15937	2550	10037	1045	1123	2972	755	0	21134	1031	178	7182	10448
ZNF580	395153	145448	182158	303922	155650	39608	202055	18212	12660	159072	11094	1351	622132	42137	83705	45438	151237
ZNF581	191507	56833	138740	148966	109797	32009	137116	15151	3046	56093	6984	602	344252	22184	27015	205599	93494
CCDC106	207906	67693	68214	163152	36783	7290	37226	6550	1876	42346	4048	186	124728	28408	10092	86732	55827
U2AF2	285744	134037	225760	301401	144747	23075	116187	21712	7017	77568	11301	2713	360642	20729	46338	168102	121692
AC008735.2	5984	14623	5990	5064	2341	687	4016	1083	230	9905	1022	0	186	4753	1185	1164	3640
AC008735.1	6716	2335	2974	4115	3723	1029	2620	733	0	1031	575	0	3961	998	340	0	1947
EPN1	297711	129277	125388	242833	113806	40438	175806	29497	8614	80091	16251	2493	312271	37461	41550	256025	119344
AC010525.1	554	48	75	285	0	0	12	0	0	0	0	0	0	0	0	442	88
NLRP8	168	0	43	64	217	0	0	0	0	0	0	0	0	0	0	536	64
ZNF787	259330	104860	78031	215828	83284	16670	118210	18928	4489	93163	10172	1163	122805	30439	44108	159253	85046
ZNF444	102024	51653	77403	91341	42643	6948	57423	5216	1771	32758	1402	1873	84628	27179	9300	64751	41145
ZSCAN5A	48302	22903	26325	42254	14479	2402	13693	2647	394	18445	1179	283	43464	3435	3576	22077	16616
EDDM13	70170	473	33330	65535	21896	625	649	3669	0	893	780	0	42592	72	0	831	15095
AC006116.5	1065	720	1082	1060	1148	0	761	269	0	613	157	0	0	0	390	0	454
AC006116.8	2989	977	994	2772	563	152	771	120	0	298	328	0	1002	303	215	1450	808
ZNF582	27841	23246	18421	36739	15311	1845	13543	2065	432	28169	1961	109	28065	5893	6000	12360	13875
AC006116.11	353	1565	221	591	0	0	192	143	88	1408	0	0	158	54	281	0	316
ZNF582-AS1	14022	52126	26750	19835	16594	2054	16362	1641	470	52741	470	564	17852	6560	7116	28269	16464
ZNF583	23500	54156	19761	28521	12752	1750	28750	2667	534	64822	999	0	23379	3895	31252	14721	19466
ZNF667	37565	60544	51675	45055	27237	6745	37276	3103	571	65810	627	470	31988	15027	20567	35182	27465
ZNF667-AS1	394638	350376	329804	658926	134540	32889	195571	24801	5993	385207	5722	2224	438274	35134	73845	266490	208402
ZNF471	29391	29104	24097	36010	17874	970	15181	2930	395	10544	723	569	10968	5480	3647	6125	12125
AC005498.2	6090	7343	5608	15953	3165	358	894	851	155	2311	268	264	18038	1830	241	2325	4106
ZFP28	22949	27263	22947	29474	19519	2296	21525	2953	1379	28164	1173	401	28162	4189	7287	16956	14790
AC005498.3	7977	4817	7297	9090	3435	346	1571	323	260	2000	159	0	11756	975	455	2316	3299
ZNF470	13130	25390	15266	14103	12759	739	14033	1241	1140	13267	641	0	10187	10046	4082	15417	9465
ZNF71	16680	26974	18119	23234	17186	5349	22202	2347	2373	32025	1510	0	24980	2494	6624	28152	14391
SMIM17	1340	1988	269	949	216	34	1220	78	114	405	0	0	480	0	0	0	443
ZNF835	932	5036	1705	4322	785	344	1361	1151	815	3562	219	117	0	604	726	2366	1503
AC006115.2	7434	61235	12269	12709	11390	2081	13170	356	905	55772	565	570	7119	14091	12511	0	13261
ZIM2	1014	2636	1093	510	660	337	508	33	0	1484	0	143	189	3152	636	1441	865
PEG3	13522	66839	27111	21444	26892	9512	30223	936	2253	25001	263	1528	16869	21900	8624	33458	19148
MIMT1	1330	689	1057	1219	720	0	0	0	332	0	0	0	261	0	0	92	356
ZNF264	124123	74441	91314	163722	56932	10148	72899	9434	3144	39197	6708	560	123056	12669	9455	27102	51556
AURKC	22223	6895	14455	38024	3250	436	4038	357	145	4138	678	0	33512	610	1446	13269	8967
ZNF805	59200	50886	46807	62879	33704	5521	36018	6081	1528	30517	2704	419	125081	9851	12540	8617	30772
ZNF460-AS1	8107	3236	4914	5364	4013	379	4324	114	119	2216	0	0	6744	658	859	188	2577
ZNF460	74688	26738	47430	94782	27758	3280	26265	5509	2973	18553	4460	2094	48134	9032	9881	8547	25633
AC005261.1	238039	101507	102293	315757	84271	13725	123816	23136	5653	40697	6584	4341	219774	29238	12244	31406	84530
ZNF543	30813	17045	21103	35393	19175	1848	13081	1586	671	7457	1298	0	12668	3209	2904	5790	10878
AC005261.2	9254	2606	13406	21503	2299	431	940	166	0	3153	130	0	13121	3974	220	1180	4524
ZNF304	32337	25292	32818	45304	13812	2295	10738	5015	816	6776	969	228	16284	7068	2802	13085	13478
ZNF547	8287	9519	3768	10757	4936	1426	4862	239	0	4167	165	0	1688	841	997	3027	3417
TRAPPC2B	327704	221011	183538	349620	141641	36235	150467	19343	4170	260775	13526	143	257073	22703	62491	44183	130914
ZNF548	48915	31467	33828	53136	42020	6502	21910	5225	1159	18358	4207	231	37054	14765	4281	9797	20803
ZNF17	30101	22142	23179	28859	17976	2816	11860	1277	775	19513	1038	194	18093	3804	5074	15625	12645
ZNF749	125148	42427	80603	168727	45135	104540	10984	4200	1277	35123	2677	1065	215535	14025	4941	4146	53785
AC004076.2	7992	4607	3822	4373	4306	3745	3457	0	374	1003	128	0	4787	368	1141	3993	2756
VN1R1	3664	2380	1593	5289	495	332	800	176	55	1475	344	0	1351	162	857	721	1231
ZNF772	15774	6522	8729	18803	4312	956	7096	1633	252	2072	285	0	4826	4269	1131	8320	5311
AC003005.2	78	292	364	733	14	684	173	0	0	270	0	0	463	221	0	121	213
ZNF419	59013	17632	32638	52456	22590	4096	33884	2400	1325	17926	1825	101	35281	4807	7006	18441	19464
ZNF773	26694	17004	16808	20032	12753	4509	22901	1811	444	11366	1443	216	17454	3851	9121	15748	11385
ZNF549	14283	15964	13696	18191	5697	1557	8898	543	587	8402	1426	118	9998	1695	3683	17809	7659
ZNF550	37505	28914	33777	34079	24525	4061	19409	3384	0	21245	1468	779	14684	11025	6337	24697	16618
