Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
AL645608.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1
AL645608.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1
AL391244.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	23
TMEM88B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AL139246.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
FAM213B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	39
LINC00982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1
AL805961.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AL691497.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL096855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SLC2A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LINC01759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	9
CENPS-CORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	28
AL109811.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AL109811.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5
NPPA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	7
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
C1orf158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PRAMEF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
HNRNPCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	2
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1
AL354712.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TMEM82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	11
PADI6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
ACTL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
AL035413.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
PQLC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	70
MINOS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3307	206
AL031281.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
AL591178.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
AL445686.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	4
AL445490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LINC01756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC114490.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2
AC114490.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL354864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AL139158.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	11
AL139158.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AL033527.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	3
GUCA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC098484.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AL451062.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
KLF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AL136373.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AL596275.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AL050343.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
C1orf123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2545	159
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	13
AL357673.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL035415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1
AC096536.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC096536.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	4
AC119674.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC099794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
AL357078.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL357078.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AL035412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC099786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1
LHX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	25
AC099786.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1
LINC01781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CYR61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030	64
BRDT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2538	158
C1orf146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
FAM69A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	9
TMEM56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2
TMEM56-RWDD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	3
AC118553.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	4
AL449266.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2
LINC01768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2
AL450468.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
CHIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	4
FAM19A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	2
AL390729.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	52
AL357055.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
AL359915.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	14
AL592494.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1
AC239800.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2
AC245595.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1372	85
HJV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2
NOTCH2NL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	3
AC243756.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC239803.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC239803.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	7
AC239868.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	5
AC239868.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	14
AL391069.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LENEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
PMF1-BGLAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	2
AL139412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	4
LRRC71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ETV3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL139011.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AL354714.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
APOA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
RGS5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	10
LMX1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
AL157714.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
AL451074.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
AL626787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL390115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
DUSP27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	5
AL021068.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
METTL13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2268	141
AL121983.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
AL121983.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
AL513329.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	10
AL359265.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL162431.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
FAM129A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	10
LINC01633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL596211.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TROVE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673	104
F13B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AL445483.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1
AC099676.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1
AC098936.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	6
AL137789.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	3
TMEM206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431	89
AC092803.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	14
AL590648.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC104333.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	5
RNU6ATAC35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
LINC01352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
AC092811.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
HIST3H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL137793.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL137793.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	2
AL355472.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AL355472.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	18
AL591885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL590483.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1
LINC01743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ZNF670-ZNF695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	14
OR14A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
AC092159.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
AC116614.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
AC108488.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LINC01249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	2
AC104794.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	27
AC007240.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	13
C2orf48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	4
AC007249.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2
PQLC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3108	194
NTSR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1
FAM84A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC010745.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
C2orf71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC009414.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	14
AC011247.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	14
LINC01883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC007388.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	59
TMEM247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2
AC016722.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
AC106869.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
AC015982.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	29
LINC01795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
LINC01793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
MIR4432HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1
AC009501.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4
AC008074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1
AC008074.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
LINC01800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2
AC007040.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	3
ATP6V1B1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
NOTO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	5
AC084149.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC012494.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AC012355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	13
SFTPB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
RGPD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	4
TEX37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	3
ANKRD20A8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
TRIM43B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1
AC092675.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1
AC109826.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1
AC092587.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	5
AC104655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
C2orf40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SEPT10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1908	119
AC013271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	5
SMIM37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2458	153
AC112229.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1
RGPD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
IL37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
AC093901.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1
C1QL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC023347.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	4
POTEF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
TUBA3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
POTEI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
CFC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AMER3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1
TUBA3D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	8
AJ239322.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2
AC016710.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1
AC009487.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC010127.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC106900.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
AC093459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	17
HOXD13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	7
AC009948.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	53
AC009948.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	4
SSFA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	12
LINC01090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
AC098872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC064834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC020571.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC068544.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC010746.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ALS2CR12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
AC079354.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC079610.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1
AC016708.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	7
RESP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	7
AC009955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1
AC009502.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	17
AC097461.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	2
C2orf83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
SPATA3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
AC068134.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ALPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	216
ALPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASB18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
IQCA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC105760.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	4
UBE2F-SCLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1
AC062017.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	8
SEPT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3300	206
AC131097.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	12
AC024060.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	18
LINC00620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	3
AC132807.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ZNF385D-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	16
AC098650.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC112220.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
AC112220.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	5
CCR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	7
LYZL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
FAM198A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	10
AC104184.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
TOPAZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	5
RTP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018	63
LRRC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1
AC104304.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	3
FAM240A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1
AC109583.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
PRSS42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC104452.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
IQCF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
IQCF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	2
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	10
AC006254.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC096887.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
FAM208A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	96
LINC00698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ATXN7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	4
FAM19A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1
C3orf85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
DPPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2650	165
AC117402.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC092916.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC128688.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
CD200R1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
DRD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	6
AC063952.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
DIRC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1792	112
AC092902.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
CCDC37-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CFAP100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1
C3orf56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC084035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC022296.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PRR23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	4
PRR23C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
BPESC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PISRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC097103.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	3
AC018450.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
C3orf58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	48
AADACL2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	4
AC108718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	3
AC104472.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
PQLC2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4
AC079943.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ZBBX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
LRRIQ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC008040.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2
AC092919.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AC131235.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
HRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
KNG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	12
FGF12-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
HRASLS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	18
MUC20-OT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2038	127
AC124944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
NCBP2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3434	214
AC116565.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	35
AC092535.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC092535.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	4
AC141928.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	23
FAM90A26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LINC01097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1
LINC02438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ERVH-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
AC106047.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
AC068944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1
LINC02484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	17
AC105389.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
BEND4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	48
AC111006.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2141	133
AC116049.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
HTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NPFFR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2
AC053527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC025244.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	6
AC096759.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
SEPT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2851	178
NAA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	8
AC093827.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	3
AC107067.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC083829.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
